"332","HKEY_LOCAL_MACHINE\\Software\\Mozilla","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"333","HKEY_LOCAL_MACHINE\\Software\\mozilla.org","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"334","HKEY_LOCAL_MACHINE\\Software\\mozilla.org\\Mozilla","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"335","HKEY_LOCAL_MACHINE\\Software\\mozilla.org\\Mozilla",\N,"CurrentVersion","58.0.2","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"336","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Firefox","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:20"
"337","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Firefox\\TaskBarIDs","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:20"
"338","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Firefox\\TaskBarIDs",\N,"C:\\Program Files\\Mozilla Firefox","308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:20"
"339","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"340","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService",\N,"Attempted","1","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"341","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService",\N,"Installed","1","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"342","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"343","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00\\0","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"344","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00\\0",\N,"name","Mozilla Corporation","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"345","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00\\0",\N,"issuer","DigiCert SHA2 Assured ID Code Signing CA","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"346","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00\\1","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"347","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00\\1",\N,"name","Mozilla Corporation","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"348","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\MaintenanceService\\f9b87e891978e3145f0f8f9953eadc00\\1",\N,"issuer","DigiCert Assured ID Code Signing CA-1","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"349","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"350","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox",\N,"","58.0.2","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"351","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox",\N,"CurrentVersion","58.0.2 (x86 en-US)","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"352","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox 58.0.2","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"353","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox 58.0.2",\N,"GeckoVer","58.0.2","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"354","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox 58.0.2\\bin","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
"355","HKEY_LOCAL_MACHINE\\Software\\Mozilla\\Mozilla Firefox 58.0.2\\bin",\N,"PathToExe","C:\\Program Files\\Mozilla Firefox\\firefox.exe","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:22"
